origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Montijo,Jarandilla de la Vera,5.1657107,199626.6241879,659.9406189,200291.7305176
Montijo,Plasencia,5.1657107,147649.8368253,588.7880731,148243.7906091
Montijo,Cañaveral,5.1657107,115888.9597919,193.661938,116087.7874406
Montijo,Cadalso,5.1657107,185936.6531532,345.2970645,186287.1159284
Montijo,Coria,5.1657107,135793.4202472,74.549165,135873.1351229
Montijo,Serradilla,5.1657107,132625.1071926,1273.8395642,133904.1124675
Montijo,Millanes,5.1657107,165869.6802162,220.4399506,166095.2858775
Montijo,Casatejada,5.1657107,164905.3071275,320.3661866,165230.8390249
Montijo,Escurial,5.1657107,76433.0495968,74.3212918,76512.5365993
Montijo,Almaraz,5.1657107,153778.9977608,75.4078845,153859.571356
Montijo,Miajadas,5.1657107,73927.0139694,39.1585618,73971.3382419
Montijo,Valencia de Alcántara,5.1657107,106408.4171789,2.5264989,106416.1093885
Montijo,Trujillo,5.1657107,106311.7277749,201.0830222,106517.9765078
Montijo,Montánchez,5.1657107,63439.694098,46.3952131,63491.2550218
Montijo,Castañar de Ibor,5.1657107,165757.378743,698.7043221,166461.2487758
Montijo,Miajadas,5.1657107,73863.7381612,29.0812557,73897.9851276
Montijo,Brozas,5.1657107,93175.3006996,66.5231765,93246.9895868
Montijo,Logrosán,5.1657107,121187.5580688,52.4389281,121245.1627077
Montijo,Cáceres,5.1657107,81089.3271259,127.5009616,81221.9937982
Villafranca de los Barros,Ribera del Fresno,12.3743047,11861.5836288,133.3404845,12007.298418
Villafranca de los Barros,Ribera del Fresno,12.3743047,9732.6560727,43.0864065,9788.1167839
Villafranca de los Barros,Don Benito,12.3743047,74201.6534225,1210.0073194,75424.0350466
Villafranca de los Barros,Talavera la Real,12.3743047,58764.673419,157.046597,58934.0943207
Villafranca de los Barros,Atalaya,12.3743047,31419.9039892,1173.6409482,32605.9192421
Villafranca de los Barros,Quintana de la Serena,12.3743047,73812.1422113,22.5339004,73847.0504164
Villafranca de los Barros,Cabeza del Buey,12.3743047,117568.4156408,167.6163566,117748.4063021
Villafranca de los Barros,Fregenal de la Sierra,12.3743047,60921.3905536,714.1054274,61647.8702857
Villafranca de los Barros,Fuente del Maestre,12.3743047,13034.1269773,904.9346082,13951.4358902
Villafranca de los Barros,Llerena,12.3743047,54736.8741262,387.2846945,55136.5331253
Villafranca de los Barros,Siruela,12.3743047,149648.2594271,60.3970647,149721.0307965
Villafranca de los Barros,Puebla del Prior,12.3743047,11575.4076917,856.8577394,12444.6397357
Villafranca de los Barros,Olivenza,12.3743047,74963.3963486,419.4188023,75395.1894557
Villafranca de los Barros,Mérida,12.3743047,44243.5376075,457.6761902,44713.5881024
Villafranca de los Barros,Castuera,12.3743047,82459.7366819,46.7786586,82518.8896452
Villafranca de los Barros,Monterrubio de la Serena,12.3743047,100756.8324954,100.409866,100869.616666
Villafranca de los Barros,Villanueva de la Serena,12.3743047,84929.8601434,153.7294795,85095.9639276
Villafranca de los Barros,Badajoz,12.3743047,75108.0846778,272.375242,75392.8342244
Villafranca de los Barros,Trujillo,12.3743047,127510.4901953,1198.1750218,128721.0395218
Villafranca de los Barros,Moraleja,12.3743047,192935.6417651,316.2138127,193264.2298824
Villafranca de los Barros,Nuñomoral,12.3743047,243145.6033465,45.3584391,243203.3360903
